BOROUGH,SCHOOL CODE,SCHOOL NAME,GRADE,PROGRAM TYPE,NUMBER OF STUDENTS / SEATS FILLED,NUMBER OF SECTIONS,AVERAGE CLASS SIZE,SIZE OF SMALLEST CLASS,SIZE OF LARGEST CLASS
K,K452,Frederick Douglass Academy VIII Middle School,6,CTT,24,1,24,24,24
K,K452,Frederick Douglass Academy VIII Middle School,7,GEN ED,51,2,25.5,25,26
K,K452,Frederick Douglass Academy VIII Middle School,7,CTT,21,1,21,21,21
K,K452,Frederick Douglass Academy VIII Middle School,8,GEN ED,51,2,25.5,25,26
K,K452,Frederick Douglass Academy VIII Middle School,8,CTT,21,1,21,21,21
K,K452,Frederick Douglass Academy VIII Middle School,MS Core,GEN ED,165,8,20.6,10,26
K,K452,Frederick Douglass Academy VIII Middle School,MS Core,GEN ED,168,7,24,21,26
K,K452,Frederick Douglass Academy VIII Middle School,MS Core,GEN ED,141,7,20.1,10,26
K,K452,Frederick Douglass Academy VIII Middle School,MS Core,GEN ED,24,1,24,24,24
K,K452,Frederick Douglass Academy VIII Middle School,MS Core,GEN ED,165,8,20.6,10,26
K,K452,Frederick Douglass Academy VIII Middle School,MS Core,CTT,44,2,22,20,24
K,K452,Frederick Douglass Academy VIII Middle School,MS Core,CTT,44,2,22,20,24
K,K452,Frederick Douglass Academy VIII Middle School,MS Core,CTT,44,2,22,20,24
K,K452,Frederick Douglass Academy VIII Middle School,MS Core,CTT,44,2,22,20,24
K,K452,Frederick Douglass Academy VIII Middle School,,,,,,,
K,K502,FDNY High School for Fire and Life Safety,12-Sep,GEN ED,138,6,23,21,25
K,K502,FDNY High School for Fire and Life Safety,12-Sep,GEN ED,84,3,28,24,33
K,K502,FDNY High School for Fire and Life Safety,12-Sep,GEN ED,62,2,31,30,32
K,K502,FDNY High School for Fire and Life Safety,12-Sep,GEN ED,49,2,24.5,18,31
K,K502,FDNY High School for Fire and Life Safety,12-Sep,GEN ED,10,1,10,10,10
K,K502,FDNY High School for Fire and Life Safety,12-Sep,GEN ED,64,3,21.3,19,25
K,K502,FDNY High School for Fire and Life Safety,12-Sep,GEN ED,141,5,28.2,20,34
K,K502,FDNY High School for Fire and Life Safety,12-Sep,GEN ED,42,2,21,21,21
K,K502,FDNY High School for Fire and Life Safety,12-Sep,GEN ED,313,13,24.1,18,31
K,K502,FDNY High School for Fire and Life Safety,12-Sep,GEN ED,87,4,21.8,13,27
K,K502,FDNY High School for Fire and Life Safety,12-Sep,GEN ED,77,3,25.7,19,33
K,K502,FDNY High School for Fire and Life Safety,12-Sep,GEN ED,163,6,27.2,23,31
K,K502,FDNY High School for Fire and Life Safety,12-Sep,GEN ED,50,2,25,16,34
K,K502,FDNY High School for Fire and Life Safety,12-Sep,GEN ED,84,4,21,13,28
K,K502,FDNY High School for Fire and Life Safety,12-Sep,GEN ED,63,3,21,10,29
K,K502,FDNY High School for Fire and Life Safety,12-Sep,CTT,50,2,25,25,25
K,K502,FDNY High School for Fire and Life Safety,12-Sep,CTT,26,1,26,26,26
K,K502,FDNY High School for Fire and Life Safety,12-Sep,CTT,35,1,35,35,35
K,K502,FDNY High School for Fire and Life Safety,12-Sep,CTT,20,1,20,20,20
K,K502,FDNY High School for Fire and Life Safety,12-Sep,CTT,113,4,28.3,12,40
K,K502,FDNY High School for Fire and Life Safety,12-Sep,CTT,24,1,24,24,24
K,K502,FDNY High School for Fire and Life Safety,12-Sep,CTT,212,7,30.3,25,34
K,K502,FDNY High School for Fire and Life Safety,12-Sep,CTT,60,2,30,29,31
K,K502,FDNY High School for Fire and Life Safety,12-Sep,CTT,40,2,20,20,20
K,K502,FDNY High School for Fire and Life Safety,12-Sep,CTT,45,2,22.5,22,23
K,K502,FDNY High School for Fire and Life Safety,12-Sep,CTT,97,3,32.3,27,36
K,K502,FDNY High School for Fire and Life Safety,12-Sep,CTT,46,2,23,21,25
K,K502,FDNY High School for Fire and Life Safety,,,,,,,
K,K504,High School for Civil Rights,12-Sep,GEN ED,70,4,17.5,15,24
K,K504,High School for Civil Rights,12-Sep,GEN ED,59,2,29.5,21,38
K,K504,High School for Civil Rights,12-Sep,GEN ED,48,2,24,12,36
K,K504,High School for Civil Rights,12-Sep,GEN ED,54,2,27,21,33
K,K504,High School for Civil Rights,12-Sep,GEN ED,30,1,30,30,30
K,K504,High School for Civil Rights,12-Sep,GEN ED,55,3,18.3,15,21
K,K504,High School for Civil Rights,12-Sep,GEN ED,85,3,28.3,27,29
K,K504,High School for Civil Rights,12-Sep,GEN ED,42,2,21,19,23
K,K504,High School for Civil Rights,12-Sep,GEN ED,110,4,27.5,24,32
K,K504,High School for Civil Rights,12-Sep,GEN ED,153,6,25.5,22,28
K,K504,High School for Civil Rights,12-Sep,GEN ED,120,4,30,28,32
K,K504,High School for Civil Rights,12-Sep,GEN ED,74,3,24.7,20,29
K,K504,High School for Civil Rights,12-Sep,GEN ED,71,3,23.7,22,27
K,K504,High School for Civil Rights,12-Sep,GEN ED,128,4,32,27,35
K,K504,High School for Civil Rights,12-Sep,GEN ED,67,2,33.5,33,34
K,K504,High School for Civil Rights,12-Sep,CTT,29,2,14.5,14,15
K,K504,High School for Civil Rights,12-Sep,CTT,54,2,27,26,28
K,K504,High School for Civil Rights,12-Sep,CTT,67,2,33.5,33,34
K,K504,High School for Civil Rights,12-Sep,CTT,34,1,34,34,34
K,K504,High School for Civil Rights,12-Sep,CTT,19,1,19,19,19
K,K504,High School for Civil Rights,12-Sep,CTT,121,5,24.2,11,34
K,K504,High School for Civil Rights,12-Sep,CTT,120,4,30,27,33
K,K504,High School for Civil Rights,12-Sep,CTT,36,2,18,17,19
K,K504,High School for Civil Rights,12-Sep,CTT,50,2,25,23,27
K,K504,High School for Civil Rights,12-Sep,CTT,21,1,21,21,21
K,K504,High School for Civil Rights,12-Sep,CTT,111,4,27.8,16,33
K,K504,High School for Civil Rights,12-Sep,CTT,36,1,36,36,36
K,K504,High School for Civil Rights,,,,,,,
K,K507,Performing Arts and Technology High School,12-Sep,GEN ED,91,4,22.8,10,29
K,K507,Performing Arts and Technology High School,12-Sep,GEN ED,32,1,32,32,32
K,K507,Performing Arts and Technology High School,12-Sep,GEN ED,102,4,25.5,18,32
K,K507,Performing Arts and Technology High School,12-Sep,GEN ED,41,2,20.5,13,28
K,K507,Performing Arts and Technology High School,12-Sep,GEN ED,34,2,17,11,23
K,K507,Performing Arts and Technology High School,12-Sep,GEN ED,160,6,26.7,14,32
K,K507,Performing Arts and Technology High School,12-Sep,GEN ED,105,4,26.3,13,33
K,K507,Performing Arts and Technology High School,12-Sep,GEN ED,15,1,15,15,15
K,K507,Performing Arts and Technology High School,12-Sep,GEN ED,60,2,30,28,32
K,K507,Performing Arts and Technology High School,12-Sep,GEN ED,88,3,29.3,26,32
K,K507,Performing Arts and Technology High School,12-Sep,GEN ED,82,3,27.3,24,29
K,K507,Performing Arts and Technology High School,12-Sep,GEN ED,160,6,26.7,10,33
K,K507,Performing Arts and Technology High School,12-Sep,GEN ED,150,6,25,16,30
K,K507,Performing Arts and Technology High School,12-Sep,GEN ED,41,2,20.5,16,25
K,K507,Performing Arts and Technology High School,12-Sep,CTT,84,3,28,22,33
K,K507,Performing Arts and Technology High School,12-Sep,CTT,56,2,28,26,30
K,K507,Performing Arts and Technology High School,12-Sep,CTT,27,1,27,27,27
K,K507,Performing Arts and Technology High School,12-Sep,CTT,143,6,23.8,20,29
K,K507,Performing Arts and Technology High School,12-Sep,CTT,63,2,31.5,31,32
K,K507,Performing Arts and Technology High School,12-Sep,CTT,87,3,29,20,35
K,K507,Performing Arts and Technology High School,12-Sep,CTT,159,6,26.5,10,31
K,K507,Performing Arts and Technology High School,12-Sep,CTT,59,2,29.5,27,32
K,K507,Performing Arts and Technology High School,,,,,,,
K,K510,World Academy for Total Community Health High School,12-Sep,GEN ED,64,3,21.3,15,33
K,K510,World Academy for Total Community Health High School,12-Sep,GEN ED,81,3,27,22,31
K,K510,World Academy for Total Community Health High School,12-Sep,GEN ED,82,3,27.3,24,31
K,K510,World Academy for Total Community Health High School,12-Sep,GEN ED,62,3,20.7,16,25
K,K510,World Academy for Total Community Health High School,12-Sep,GEN ED,13,1,13,13,13
K,K510,World Academy for Total Community Health High School,12-Sep,GEN ED,64,3,21.3,14,28
K,K510,World Academy for Total Community Health High School,12-Sep,GEN ED,75,3,25,19,34
K,K510,World Academy for Total Community Health High School,12-Sep,GEN ED,89,3,29.7,28,31
K,K510,World Academy for Total Community Health High School,12-Sep,GEN ED,94,3,31.3,30,33
K,K510,World Academy for Total Community Health High School,12-Sep,GEN ED,25,1,25,25,25
K,K510,World Academy for Total Community Health High School,12-Sep,GEN ED,157,6,26.2,18,33
K,K510,World Academy for Total Community Health High School,12-Sep,GEN ED,158,6,26.3,14,33
K,K510,World Academy for Total Community Health High School,12-Sep,GEN ED,166,7,23.7,11,31
K,K510,World Academy for Total Community Health High School,12-Sep,GEN ED,284,10,28.4,23,34
K,K510,World Academy for Total Community Health High School,12-Sep,GEN ED,23,1,23,23,23
K,K510,World Academy for Total Community Health High School,12-Sep,GEN ED,103,7,14.7,10,28
K,K510,World Academy for Total Community Health High School,12-Sep,CTT,25,1,25,25,25
K,K510,World Academy for Total Community Health High School,12-Sep,CTT,29,1,29,29,29
K,K510,World Academy for Total Community Health High School,12-Sep,CTT,31,1,31,31,31
K,K510,World Academy for Total Community Health High School,12-Sep,CTT,28,1,28,28,28
K,K510,World Academy for Total Community Health High School,12-Sep,CTT,22,1,22,22,22
K,K510,World Academy for Total Community Health High School,12-Sep,CTT,21,1,21,21,21
K,K510,World Academy for Total Community Health High School,12-Sep,CTT,50,2,25,20,30
K,K510,World Academy for Total Community Health High School,12-Sep,CTT,42,2,21,13,29
K,K510,World Academy for Total Community Health High School,12-Sep,CTT,18,1,18,18,18
K,K510,World Academy for Total Community Health High School,12-Sep,CTT,83,4,20.8,13,26
K,K510,World Academy for Total Community Health High School,12-Sep,CTT,93,3,31,30,32
K,K510,World Academy for Total Community Health High School,12-Sep,CTT,121,4,30.3,24,34
K,K510,World Academy for Total Community Health High School,12-Sep,CTT,26,1,26,26,26
K,K510,World Academy for Total Community Health High School,,,,,,,
K,K583,Multicultural High School,12-Sep,GEN ED,25,1,25,25,25
K,K583,Multicultural High School,12-Sep,GEN ED,131,7,18.7,10,30
K,K583,Multicultural High School,12-Sep,GEN ED,65,4,16.3,14,19
K,K583,Multicultural High School,12-Sep,GEN ED,26,1,26,26,26
K,K583,Multicultural High School,12-Sep,GEN ED,238,9,26.4,20,34
K,K583,Multicultural High School,12-Sep,GEN ED,104,6,17.3,10,21
K,K583,Multicultural High School,12-Sep,GEN ED,125,4,31.3,24,34
K,K583,Multicultural High School,12-Sep,GEN ED,120,5,24,20,27
K,K583,Multicultural High School,12-Sep,GEN ED,119,5,23.8,22,26
K,K583,Multicultural High School,12-Sep,GEN ED,234,9,26,18,33
K,K583,Multicultural High School,12-Sep,GEN ED,106,5,21.2,17,26
K,K583,Multicultural High School,12-Sep,GEN ED,89,3,29.7,28,31
K,K583,Multicultural High School,,,,,,,
K,K615,Transit Tech Career and Technical Education High School,12-Sep,GEN ED,284,12,23.7,18,27
K,K615,Transit Tech Career and Technical Education High School,12-Sep,GEN ED,297,10,29.7,25,33
K,K615,Transit Tech Career and Technical Education High School,12-Sep,GEN ED,263,10,26.3,24,29
K,K615,Transit Tech Career and Technical Education High School,12-Sep,GEN ED,292,9,32.4,30,34
K,K615,Transit Tech Career and Technical Education High School,12-Sep,GEN ED,433,17,25.5,12,33
K,K615,Transit Tech Career and Technical Education High School,12-Sep,GEN ED,177,6,29.5,23,34
K,K615,Transit Tech Career and Technical Education High School,12-Sep,GEN ED,237,9,26.3,19,32
K,K615,Transit Tech Career and Technical Education High School,12-Sep,GEN ED,39,2,19.5,17,22
K,K615,Transit Tech Career and Technical Education High School,12-Sep,GEN ED,316,11,28.7,25,32
K,K615,Transit Tech Career and Technical Education High School,12-Sep,GEN ED,315,12,26.3,21,32
K,K615,Transit Tech Career and Technical Education High School,12-Sep,GEN ED,83,3,27.7,21,32
K,K615,Transit Tech Career and Technical Education High School,12-Sep,GEN ED,325,13,25,17,33
K,K615,Transit Tech Career and Technical Education High School,12-Sep,GEN ED,526,19,27.7,22,33
K,K615,Transit Tech Career and Technical Education High School,12-Sep,GEN ED,586,20,29.3,22,34
K,K615,Transit Tech Career and Technical Education High School,12-Sep,CTT,31,1,31,31,31
K,K615,Transit Tech Career and Technical Education High School,12-Sep,CTT,29,1,29,29,29
K,K615,Transit Tech Career and Technical Education High School,12-Sep,CTT,60,2,30,30,30
K,K615,Transit Tech Career and Technical Education High School,12-Sep,CTT,30,1,30,30,30
K,K615,Transit Tech Career and Technical Education High School,12-Sep,CTT,116,4,29,28,30
K,K615,Transit Tech Career and Technical Education High School,12-Sep,CTT,32,1,32,32,32
K,K615,Transit Tech Career and Technical Education High School,12-Sep,CTT,25,1,25,25,25
K,K615,Transit Tech Career and Technical Education High School,12-Sep,CTT,59,2,29.5,28,31
K,K615,Transit Tech Career and Technical Education High School,12-Sep,CTT,94,3,31.3,31,32
K,K615,Transit Tech Career and Technical Education High School,12-Sep,SPEC ED,22,3,7.3,7,8
K,K615,Transit Tech Career and Technical Education High School,12-Sep,SPEC ED,17,3,5.7,5,7
K,K615,Transit Tech Career and Technical Education High School,12-Sep,SPEC ED,9,1,9,9,9
K,K615,Transit Tech Career and Technical Education High School,12-Sep,SPEC ED,8,1,8,8,8
K,K615,Transit Tech Career and Technical Education High School,12-Sep,SPEC ED,34,5,6.8,5,8
K,K615,Transit Tech Career and Technical Education High School,12-Sep,SPEC ED,10,1,10,10,10
K,K615,Transit Tech Career and Technical Education High School,12-Sep,SPEC ED,17,3,5.7,5,7
K,K615,Transit Tech Career and Technical Education High School,12-Sep,SPEC ED,22,3,7.3,7,8
K,K615,Transit Tech Career and Technical Education High School,12-Sep,SPEC ED,7,1,7,7,7
K,K615,Transit Tech Career and Technical Education High School,12-Sep,SPEC ED,40,6,6.7,5,8
K,K615,Transit Tech Career and Technical Education High School,12-Sep,SPEC ED,13,2,6.5,6,7
K,K615,Transit Tech Career and Technical Education High School,,,,,,,
K,K618,Academy of Innovative Technology,12-Sep,GEN ED,45,2,22.5,22,23
K,K618,Academy of Innovative Technology,12-Sep,GEN ED,80,4,20,13,30
K,K618,Academy of Innovative Technology,12-Sep,GEN ED,84,4,21,13,28
K,K618,Academy of Innovative Technology,12-Sep,GEN ED,121,5,24.2,21,31
K,K618,Academy of Innovative Technology,12-Sep,GEN ED,80,3,26.7,20,32
K,K618,Academy of Innovative Technology,12-Sep,GEN ED,85,3,28.3,23,32
K,K618,Academy of Innovative Technology,12-Sep,GEN ED,69,4,17.3,11,21
K,K618,Academy of Innovative Technology,12-Sep,GEN ED,22,1,22,22,22
K,K618,Academy of Innovative Technology,12-Sep,GEN ED,69,3,23,18,30
K,K618,Academy of Innovative Technology,12-Sep,GEN ED,47,2,23.5,19,28
K,K618,Academy of Innovative Technology,12-Sep,GEN ED,28,1,28,28,28
K,K618,Academy of Innovative Technology,12-Sep,CTT,52,2,26,21,31
K,K618,Academy of Innovative Technology,12-Sep,CTT,27,1,27,27,27
K,K618,Academy of Innovative Technology,12-Sep,CTT,57,3,19,16,24
K,K618,Academy of Innovative Technology,12-Sep,CTT,106,4,26.5,16,33
K,K618,Academy of Innovative Technology,12-Sep,CTT,67,3,22.3,16,30
K,K618,Academy of Innovative Technology,12-Sep,CTT,85,3,28.3,25,30
K,K618,Academy of Innovative Technology,,,,,,,
K,K639,Brooklyn Lab School,12-Sep,GEN ED,31,1,31,31,31
K,K639,Brooklyn Lab School,12-Sep,GEN ED,54,2,27,25,29
K,K639,Brooklyn Lab School,12-Sep,GEN ED,128,5,25.6,20,30
K,K639,Brooklyn Lab School,12-Sep,GEN ED,49,2,24.5,24,25
K,K639,Brooklyn Lab School,12-Sep,GEN ED,49,2,24.5,23,26
K,K639,Brooklyn Lab School,12-Sep,GEN ED,76,3,25.3,20,29
K,K639,Brooklyn Lab School,12-Sep,GEN ED,55,2,27.5,27,28
K,K639,Brooklyn Lab School,12-Sep,GEN ED,17,1,17,17,17
K,K639,Brooklyn Lab School,12-Sep,GEN ED,82,3,27.3,23,30
K,K639,Brooklyn Lab School,12-Sep,GEN ED,23,1,23,23,23
K,K639,Brooklyn Lab School,12-Sep,GEN ED,103,4,25.8,21,28
K,K639,Brooklyn Lab School,12-Sep,GEN ED,73,3,24.3,23,26
K,K639,Brooklyn Lab School,12-Sep,GEN ED,26,1,26,26,26
K,K639,Brooklyn Lab School,12-Sep,CTT,76,3,25.3,21,28
K,K639,Brooklyn Lab School,12-Sep,CTT,49,2,24.5,20,29
K,K639,Brooklyn Lab School,12-Sep,CTT,56,2,28,27,29
K,K639,Brooklyn Lab School,12-Sep,CTT,62,2,31,28,34
K,K639,Brooklyn Lab School,12-Sep,CTT,50,2,25,21,29
K,K639,Brooklyn Lab School,12-Sep,CTT,26,1,26,26,26
K,K639,Brooklyn Lab School,12-Sep,CTT,43,2,21.5,21,22
K,K639,Brooklyn Lab School,12-Sep,CTT,95,3,31.7,30,34
K,K639,Brooklyn Lab School,12-Sep,CTT,21,1,21,21,21
K,K639,Brooklyn Lab School,12-Sep,CTT,108,4,27,23,31
K,K639,Brooklyn Lab School,12-Sep,CTT,28,1,28,28,28
K,K639,Brooklyn Lab School,,,,,,,
K,K659,Cypress Hills Collegiate Preparatory School,12-Sep,GEN ED,25,1,25,25,25
K,K659,Cypress Hills Collegiate Preparatory School,12-Sep,GEN ED,26,1,26,26,26
K,K659,Cypress Hills Collegiate Preparatory School,12-Sep,GEN ED,21,1,21,21,21
K,K659,Cypress Hills Collegiate Preparatory School,12-Sep,GEN ED,91,4,22.8,21,27
K,K659,Cypress Hills Collegiate Preparatory School,12-Sep,GEN ED,25,1,25,25,25
K,K659,Cypress Hills Collegiate Preparatory School,12-Sep,GEN ED,53,2,26.5,25,28
K,K659,Cypress Hills Collegiate Preparatory School,12-Sep,GEN ED,49,2,24.5,24,25
K,K659,Cypress Hills Collegiate Preparatory School,12-Sep,GEN ED,57,2,28.5,25,32
K,K659,Cypress Hills Collegiate Preparatory School,12-Sep,GEN ED,32,2,16,15,17
K,K659,Cypress Hills Collegiate Preparatory School,12-Sep,GEN ED,52,2,26,26,26
K,K659,Cypress Hills Collegiate Preparatory School,12-Sep,GEN ED,50,2,25,25,25
K,K659,Cypress Hills Collegiate Preparatory School,12-Sep,GEN ED,42,2,21,21,21
K,K659,Cypress Hills Collegiate Preparatory School,12-Sep,GEN ED,68,4,17,11,22
K,K659,Cypress Hills Collegiate Preparatory School,12-Sep,GEN ED,102,4,25.5,24,28
K,K659,Cypress Hills Collegiate Preparatory School,12-Sep,GEN ED,100,3,33.3,25,43
K,K659,Cypress Hills Collegiate Preparatory School,12-Sep,GEN ED,48,2,24,21,27
K,K659,Cypress Hills Collegiate Preparatory School,12-Sep,GEN ED,73,4,18.3,15,27
K,K659,Cypress Hills Collegiate Preparatory School,12-Sep,CTT,28,1,28,28,28
K,K659,Cypress Hills Collegiate Preparatory School,12-Sep,CTT,24,1,24,24,24
K,K659,Cypress Hills Collegiate Preparatory School,12-Sep,CTT,27,1,27,27,27
K,K659,Cypress Hills Collegiate Preparatory School,12-Sep,CTT,17,1,17,17,17
K,K659,Cypress Hills Collegiate Preparatory School,12-Sep,CTT,48,2,24,24,24
K,K659,Cypress Hills Collegiate Preparatory School,12-Sep,CTT,56,2,28,28,28
K,K659,Cypress Hills Collegiate Preparatory School,12-Sep,CTT,54,2,27,27,27
K,K659,Cypress Hills Collegiate Preparatory School,,,,,,,
K,K660,W. H. Maxwell Career and Technical Education High School,12-Sep,GEN ED,67,4,16.8,5,28
K,K660,W. H. Maxwell Career and Technical Education High School,12-Sep,GEN ED,148,6,24.7,16,32
K,K660,W. H. Maxwell Career and Technical Education High School,12-Sep,GEN ED,184,7,26.3,18,30
K,K660,W. H. Maxwell Career and Technical Education High School,12-Sep,GEN ED,157,6,26.2,21,30
K,K660,W. H. Maxwell Career and Technical Education High School,12-Sep,GEN ED,294,11,26.7,19,33
K,K660,W. H. Maxwell Career and Technical Education High School,12-Sep,GEN ED,74,3,24.7,14,32
K,K660,W. H. Maxwell Career and Technical Education High School,12-Sep,GEN ED,119,5,23.8,14,32
K,K660,W. H. Maxwell Career and Technical Education High School,12-Sep,GEN ED,202,8,25.3,20,33
K,K660,W. H. Maxwell Career and Technical Education High School,12-Sep,GEN ED,308,12,25.7,13,32
K,K660,W. H. Maxwell Career and Technical Education High School,12-Sep,GEN ED,54,2,27,27,27
K,K660,W. H. Maxwell Career and Technical Education High School,12-Sep,GEN ED,281,12,23.4,12,34
K,K660,W. H. Maxwell Career and Technical Education High School,12-Sep,GEN ED,224,9,24.9,13,32
K,K660,W. H. Maxwell Career and Technical Education High School,12-Sep,GEN ED,168,6,28,25,34
K,K660,W. H. Maxwell Career and Technical Education High School,12-Sep,GEN ED,152,5,30.4,22,33
K,K660,W. H. Maxwell Career and Technical Education High School,12-Sep,CTT,10,1,10,10,10
K,K660,W. H. Maxwell Career and Technical Education High School,12-Sep,CTT,56,2,28,28,28
K,K660,W. H. Maxwell Career and Technical Education High School,12-Sep,CTT,13,1,13,13,13
K,K660,W. H. Maxwell Career and Technical Education High School,12-Sep,CTT,24,2,12,10,14
K,K660,W. H. Maxwell Career and Technical Education High School,12-Sep,CTT,30,1,30,30,30
K,K660,W. H. Maxwell Career and Technical Education High School,12-Sep,SPEC ED,22,2,11,6,16
K,K660,W. H. Maxwell Career and Technical Education High School,12-Sep,SPEC ED,20,2,10,8,12
K,K660,W. H. Maxwell Career and Technical Education High School,12-Sep,SPEC ED,10,1,10,10,10
K,K660,W. H. Maxwell Career and Technical Education High School,12-Sep,SPEC ED,17,1,17,17,17
K,K660,W. H. Maxwell Career and Technical Education High School,12-Sep,SPEC ED,15,2,7.5,7,8
K,K660,W. H. Maxwell Career and Technical Education High School,12-Sep,SPEC ED,25,2,12.5,12,13
K,K660,W. H. Maxwell Career and Technical Education High School,12-Sep,SPEC ED,46,4,11.5,10,14
K,K660,W. H. Maxwell Career and Technical Education High School,12-Sep,SPEC ED,15,1,15,15,15
K,K660,W. H. Maxwell Career and Technical Education High School,12-Sep,SPEC ED,41,3,13.7,12,16
K,K660,W. H. Maxwell Career and Technical Education High School,12-Sep,SPEC ED,21,2,10.5,8,13
K,K660,W. H. Maxwell Career and Technical Education High School,,,,,,,
K,K677,EAST NEW YORK ELEMENTARY SCHOOL OF EXCELLENCE,0K,GEN ED,60,3,20,20,20
K,K677,EAST NEW YORK ELEMENTARY SCHOOL OF EXCELLENCE,0K,CTT,21,1,21,21,21
K,K677,EAST NEW YORK ELEMENTARY SCHOOL OF EXCELLENCE,1,GEN ED,47,2,23.5,23,24
K,K677,EAST NEW YORK ELEMENTARY SCHOOL OF EXCELLENCE,1,CTT,26,1,26,26,26
K,K677,EAST NEW YORK ELEMENTARY SCHOOL OF EXCELLENCE,2,GEN ED,66,3,22,18,24
K,K677,EAST NEW YORK ELEMENTARY SCHOOL OF EXCELLENCE,3,GEN ED,61,3,20.3,18,22
K,K677,EAST NEW YORK ELEMENTARY SCHOOL OF EXCELLENCE,4,GEN ED,88,4,22,21,23
K,K677,EAST NEW YORK ELEMENTARY SCHOOL OF EXCELLENCE,0K-09,SPEC ED,11,1,11,11,11
K,K677,EAST NEW YORK ELEMENTARY SCHOOL OF EXCELLENCE,,,,,,,
K,K678,EAST NEW YORK MIDDLE SCHOOL OF EXCELLENCE,6,GEN ED,43,2,21.5,21,22
K,K678,EAST NEW YORK MIDDLE SCHOOL OF EXCELLENCE,6,CTT,21,1,21,21,21
K,K678,EAST NEW YORK MIDDLE SCHOOL OF EXCELLENCE,7,GEN ED,43,2,21.5,19,24
K,K678,EAST NEW YORK MIDDLE SCHOOL OF EXCELLENCE,7,CTT,23,1,23,23,23
K,K678,EAST NEW YORK MIDDLE SCHOOL OF EXCELLENCE,0K-09,SPEC ED,11,1,11,11,11
K,K678,EAST NEW YORK MIDDLE SCHOOL OF EXCELLENCE,MS Core,GEN ED,129,6,21.5,19,24
K,K678,EAST NEW YORK MIDDLE SCHOOL OF EXCELLENCE,MS Core,GEN ED,86,4,21.5,19,24
K,K678,EAST NEW YORK MIDDLE SCHOOL OF EXCELLENCE,MS Core,GEN ED,86,4,21.5,19,24
K,K678,EAST NEW YORK MIDDLE SCHOOL OF EXCELLENCE,MS Core,GEN ED,86,4,21.5,19,24
K,K678,EAST NEW YORK MIDDLE SCHOOL OF EXCELLENCE,MS Core,CTT,67,3,22.3,21,23
K,K678,EAST NEW YORK MIDDLE SCHOOL OF EXCELLENCE,MS Core,CTT,44,2,22,21,23
K,K678,EAST NEW YORK MIDDLE SCHOOL OF EXCELLENCE,MS Core,CTT,44,2,22,21,23
K,K678,EAST NEW YORK MIDDLE SCHOOL OF EXCELLENCE,MS Core,CTT,44,2,22,21,23
K,K678,EAST NEW YORK MIDDLE SCHOOL OF EXCELLENCE,MS Core,SPEC ED,10,1,10,10,10
K,K678,EAST NEW YORK MIDDLE SCHOOL OF EXCELLENCE,MS Core,SPEC ED,10,1,10,10,10
K,K678,EAST NEW YORK MIDDLE SCHOOL OF EXCELLENCE,MS Core,SPEC ED,10,1,10,10,10
K,K678,EAST NEW YORK MIDDLE SCHOOL OF EXCELLENCE,MS Core,SPEC ED,10,1,10,10,10
K,K678,EAST NEW YORK MIDDLE SCHOOL OF EXCELLENCE,,,,,,,
K,K751,ACADEMY FOR HEALTH CAREERS,9,GEN ED,79,6,13.2,5,18
K,K751,ACADEMY FOR HEALTH CAREERS,12-Sep,GEN ED,77,4,19.3,16,22
K,K751,ACADEMY FOR HEALTH CAREERS,12-Sep,GEN ED,59,3,19.7,16,22
K,K751,ACADEMY FOR HEALTH CAREERS,12-Sep,GEN ED,59,3,19.7,16,22
K,K751,ACADEMY FOR HEALTH CAREERS,12-Sep,GEN ED,59,3,19.7,16,22
K,K751,ACADEMY FOR HEALTH CAREERS,12-Sep,CTT,23,1,23,23,23
K,K751,ACADEMY FOR HEALTH CAREERS,12-Sep,CTT,23,1,23,23,23
K,K751,ACADEMY FOR HEALTH CAREERS,12-Sep,CTT,23,1,23,23,23
K,K751,ACADEMY FOR HEALTH CAREERS,,,,,,,
K,K030,I.S. 30 Mary White Ovington,6,GEN ED,60,2,30,29,31
K,K030,I.S. 30 Mary White Ovington,6,CTT,23,1,23,23,23
K,K030,I.S. 30 Mary White Ovington,6,G&T,30,1,30,30,30
K,K030,I.S. 30 Mary White Ovington,7,GEN ED,59,2,29.5,29,30
K,K030,I.S. 30 Mary White Ovington,7,CTT,28,1,28,28,28
K,K030,I.S. 30 Mary White Ovington,7,G&T,29,1,29,29,29
K,K030,I.S. 30 Mary White Ovington,8,GEN ED,32,1,32,32,32
K,K030,I.S. 30 Mary White Ovington,8,CTT,30,1,30,30,30
K,K030,I.S. 30 Mary White Ovington,8,G&T,57,2,28.5,27,30
K,K030,I.S. 30 Mary White Ovington,MS Core,GEN ED,297,10,29.7,27,32
K,K030,I.S. 30 Mary White Ovington,MS Core,GEN ED,240,8,30,29,32
K,K030,I.S. 30 Mary White Ovington,MS Core,GEN ED,27,1,27,27,27
K,K030,I.S. 30 Mary White Ovington,MS Core,GEN ED,330,11,30,29,32
K,K030,I.S. 30 Mary White Ovington,MS Core,GEN ED,54,2,27,27,27
K,K030,I.S. 30 Mary White Ovington,MS Core,GEN ED,267,9,29.7,27,32
K,K030,I.S. 30 Mary White Ovington,MS Core,CTT,81,3,27,23,30
K,K030,I.S. 30 Mary White Ovington,MS Core,CTT,81,3,27,23,30
